The Dark Knight,Fico Cangiano,CineXpress Podcast,10.0,2021-7-16,A masterpiece within or outside the superhero & comic book genre it explores. Heath Ledger delivers one of the most iconic performances in film history. [Full review in Spanish]
The Dark Knight,Richard Crouse,Richard Crouse,9.0,2021-1-31,A rare beast. It's a summer blockbuster with equal parts brain and brawn.
The Dark Knight,Mike Massie,Gone With The Twins,7.0,2020-11-28,The famous masked vigilante has never looked or felt more intense.
The Dark Knight,Richard Propes,TheIndependentCritic.com,8.75,2020-9-5,The awards hype is warranted.
The Dark Knight,Josh Wilding,ComicBookMovie.com,10.0,2020-2-15,"A masterpiece. Christopher Nolan's The Dark Knight is not only one of the greatest comic book movies you'll ever see, but also one of the best films of all-time."
The Dark Knight,Paul McGuire Grimes,"KSTP-TV (St. Paul, MN)",10.0,2019-11-21,"Heath Ledger gives one of the best performances of the last twenty years. When you watch his take on the Joker, it's one of complete surprise and mystery. It's frightening with how chaotic and mischievous he makes him."
The Dark Knight,Danielle Solzman,Solzy at the Movies,10.0,2019-9-22,The Dark Knight represents a masterpiece in filmmaking as Christopher Nolan takes the Batman Begins sequel to an entirely new level.
The Dark Knight,Mattie Lucas,"The Dispatch (Lexington, NC)",8.75,2019-6-5,The definitive movie of its genre and the best Batman film to date
Pulp Fiction,Roger Ebert,Chicago Sun-Times,10.0,2024-3-1,"Quentin Tarantino is the Jerry Lee Lewis of cinema, a pounding performer who doesn't care if he tears up the piano, as long as everybody is rocking."
Pulp Fiction,Marjorie Baumgarten,Austin Chronicle,9.0,2024-3-1,Rarely have I left a movie theatre more thrilled or invigorated as I did after leaving Pulp Fiction.
Pulp Fiction,Marylynn Uricchio,Pittsburgh Post-Gazette,10.0,2024-3-1,"A truly great soundtrack keeps the tone hip and even steals a scene or two. Not that Tarantino doesn't have plenty to spare. Pulp Fiction is riveting filmmaking funny, visceral, stylish and so unabashedly original that you never want it to end."
Pulp Fiction,Gene Siskel,Chicago Tribune,10.0,2024-3-1,"In between the violence, which does get hard R-rated extreme, the real pleasure of Pulp Fiction is listening to these folks talk. If you smile at David Mamet's dialogue, you'll laugh out loud at the words of Quentin Tarantino."
Pulp Fiction,Rene Rodriguez,Miami Herald,8.75,2024-3-1,"[Pulp Fiction] is a dazzling feat of writing. Lurid and unexpectedly hilarious, it's a deceptive piece of work that appears slight and simple on the surface but grows richer and more complex with hindsight."
Pulp Fiction,Robbie Roberts,"News & Observer (Raleigh, NC)",10.0,2024-3-1,"Quentin Tarantino, two movies into his directing career, brings to mind the early years of Godard and Truffaut, Coppola when he arrived with the Godfathers and Scorcese when he took to the streets of New York."
Pulp Fiction,Dennis King,Tulsa World,10.0,2024-3-1,Possessed of the literary grit and low-life existentialism that its title suggests Pulp Fiction is a hard-boiled work of virtuoso moviemaking by writer-director Quentin Tarantino.
Pulp Fiction,Sean P. Means,Salt Lake Tribune,10.0,2024-2-29,"What writer-director Quentin Tarantino serves up in Pulp Fiction is an all-out thrill ride -- like careening through a Raymond Chandler anthology, with Robert Altman and Dennis Miller in the back seat in a '64 Mustang doing Warp 9."
Pulp Fiction,Nanciann Cherry,Toledo Blade,10.0,2024-2-29,"Pulp Fiction runs more that 2 1/2 hours, but it's still lean and mean. Every element of the bizarre, dizzying journey is carefully conceived and executed to take its viewers into the darkest recesses of life, then, with a wink and a laugh, set them free."
Inception,Danilo Castro,Next Best Picture,9.0,2024-4-11,"Overall, “Inception” is a triumph, a perfectly oiled dream machine that can blow minds on first viewing and satisfy cinephiles on repeat viewings."
Inception,Yasser Medina,Cinefilia,10.0,2024-2-7,"It is, simply put, a cerebral masterpiece from Christopher Nolan. [Full review in Spanish]"
Inception,Don Shanahan,Every Movie Has a Lesson,10.0,2023-9-4,"""Inception"" delivers twists that fit the evolving context of the story it's creating and commandingly wins your attention enough to not turn you off.  While it may not seem like it, there is a point and a light at the end of the tunnel to this maze."
Inception,Brian Eggert,Deep Focus Review,10.0,2023-8-18,"This film must be revisited, talked about, analyzed, and rewatched again and again. It will surely grow upon each viewing, but it proves instantly enthralling the first time."
Inception,Zoë Rose Bryant,Loud and Clear Reviews,10.0,2022-9-1,Inception’s inspiring imagination and ingenious innovation are still as staggering and stimulating today as they were ten years ago.
Inception,Keith Garlington,Keith & the Movies,10.0,2022-8-22,...a modern cinematic masterpiece.
Inception,Fausto Fernandez,Fotogramas,8.0,2022-6-21,Blows up completely the notion of reality based on an extraordinary overlay of Borgian levels... [Full review in Spanish]
Inception,Fico Cangiano,CineXpress Podcast,10.0,2022-5-6,"Nolan's ""dream within a dream"" heist film, not only keeps you on the edge of your seat with incredible visual effects and memorable action set pieces, but also makes you a part of the puzzle-solving team from beginning to end. [Full review in Spanish]"
Inception,Andrea Hubert,NME (New Musical Express),9.0,2021-5-19,"""They say we only use a fraction of our brain's potential"" we are told in Inception. The same will never be said of Nolan."
Fight Club,Kevin Maher,Times (UK),10.0,2024-3-15,From the guitar roar on the Dust Brothers' opening title track through to the thundering drums of Pixies' Where Is My Mind? it is pure synapse-splitting sensory overload and the road that commercial cinema refused to take.
Fight Club,Chuck Klosterman,Akron Beacon Journal,8.75,2023-10-26,"Fight Club is very, very, very good."
Fight Club,David Reddish,Queerty,8.75,2022-3-20,It seems like the male characters in Fight Club would be a whole lot happiernot to mention healthierif they could express respect and affection through the magic of gay sex.
Fight Club,James Croot,Stuff.co.nz,9.0,2021-10-4,"The first rule of Fight Club, as we're constantly reminded, might not be to talk about it, but once seen, it is most certainly not forgotten, even 22 years on."
Fight Club,Sean Collier,Box Office Prophets,10.0,2021-6-26,Let's not get away from the fact that Fight Club is awesome.
Fight Club,Roger Moore,Movie Nation,5.0,2021-1-31,"Cult films are seldom great films, they just connect with a corner of the audience more intensely than was intended, elevating their status. That's ""Fight Club."" And appealing to the wrong sort of cult just makes that clearer."
Fight Club,Marianna Neal,Impression Blend,10.0,2020-12-17,"It's bold, it's gritty, it's rebellious, it's unapologetic, it takes risks, and it's narrator reflects the frustrations of many people."
Fight Club,Mike Massie,Gone With The Twins,8.0,2020-9-11,Unsubtle subliminal messages pair with skewed perceptions to demonstrate overstressed stylization and a hopelessly circuitous plot.
Fight Club,Sezín Koehler,Black Girl Nerds,10.0,2020-5-22,'Fight Club' examines David Fincher's portrait of toxic masculinity from the female gaze.
Fight Club,Fico Cangiano,CineXpress Podcast,8.0,2020-4-23,"Brad Pitt and Edward Norton are both perfect in David Fincher's anarchic, moody and violent film. [Full review in Spanish]"
Fight Club,PJ Nabarro,Patrick Nabarro,8.0,2019-10-31,The film's tongue is far too firmly in its cheek at all points of its discourse to ever take its characters' actions too much at face value.
Fight Club,Alan French,Sunshine State Cineplex,10.0,2019-8-11,"Pitt dominates the screen every second he's on it, and it simultaneously represents his weirdest, funniest and most charismatic role of his career."
Fight Club,David Nusair,Reel Film Reviews,8.75,2019-4-2,"Filmmaker David Fincher has, perhaps notoriously, infused Fight Club with a decidedly off-kilter sort of vibe that's reflected in its various attributes..."
Forrest Gump,Cameron Meier,MeierMovies.com,10.0,2024-3-3,Forrest was an ordinary man in extraordinary circumstances.
Forrest Gump,Michael MacCambridge,Austin American-Statesman,10.0,2024-3-1,"What makes Forrest Gump a stunning triumph, a departure from the mediocre norm? A big reason is the way the film provides a fresh perspective on the familiar experience, through the eyes of its unforgettable protagonist."
Forrest Gump,Eleanor O'Sullivan,Asbury Park Press (NJ),10.0,2024-3-1,Forrest Gump is a very fine hour for everybody involved. And it's concrete evidence that Tom Hanks is the best actor working in American film today.
Forrest Gump,Robert W. Butler,Kansas City Star,8.75,2024-3-1,Forrest Gump is about as good as Hollywood movies get.
Forrest Gump,Michael H. Price,Fort Worth Star-Telegram/DFW.com,6.0,2024-3-1,Hanks' immersion in character and his convincing interaction with fellow players make Forrest Gump -- gimmicks and all -- a pleasure.
Forrest Gump,Bob Fenster,Arizona Republic,10.0,2024-3-1,"The best art takes the biggest chances, thereby losing people who can't stretch with it. Forrest Gump is worth the effort."
Forrest Gump,Marylynn Uricchio,Pittsburgh Post-Gazette,10.0,2024-3-1,Forrest Gump is going to touch a lot of people's lives. It also has a good shot at bringing Tom Hanks a second Oscar for best actor.
Forrest Gump,Jackie Potts,Miami Herald,8.75,2024-3-1,"Loosely adapted from Winston Groom's satirical novel, Forrest Gump provides an incredibly rich and daffy historical pastiche."
Forrest Gump,Bill DuPre,"News & Observer (Raleigh, NC)",10.0,2024-3-1,Forrest Gump is a rare treat: a movie that delivers a message of hope and faith without delving into preachiness. Much of that success is due to Hanks' majestically deadpan performance.
Forrest Gump,Frank Bruni,Detroit Free Press,7.5,2024-3-1,"It turns tedious toward the end... But when it's good, it's very good, and the way it blends star Tom Hanks, who plays the title character, into actual historical film footage will tickle you to no end."
Forrest Gump,Jack Mathews,Newsday,10.0,2024-3-1,Forrest Gump manages to examine some of the basic questions of human life and to add perspective to the two most disruptive decades in modern history.
Forrest Gump,Bob Ross,Tampa Tribune,8.75,2024-3-1,"Director Robert Zemeckis is no stranger to spectacular effects. But seldom do knockout technology, superb acting and witty writing meld so satisfactorily."
Forrest Gump,David Armstrong,San Francisco Examiner,8.75,2024-3-1,It requires a delicate touch to keep from becoming precious. Director Robert Zemeckis is up to the task.
The Matrix,Mike Clark,USA Today,6.25,2023-7-13,"Though The Matrix ultimately overdoses on gloom-and-doom grunge, over-elaborate cool and especially running time, it's just clever enough to enable [the Wachowskis] to nix the sophomore jinx following 1996's Bound."
The Matrix,Katherine Monk,Vancouver Sun,6.0,2023-7-13,"If you're looking for a good spring fix of existentialist sci-fi, look no further than The Matrix -- then do everything you can to look deeper than the skin-tight surface."
The Matrix,Michael D. Reid,"Victoria Times Colonist (B.C., Canada)",8.0,2023-7-13,"Although it's sometimes too confounding for its own good and a little heavy on the Zen-inspired techno-babble, The Matrix is a consistently absorbing assault on the senses."
The Matrix,Jack Mathews,New York Daily News,7.5,2023-7-13,Give [the Wachowskis] an A for effort and three A's for those effects. The Matrix is a dazzlingly original visual adventure.
The Matrix,Terry Lawson,Detroit Free Press,2.5,2023-7-13,"Casting the robotic Reeves as the hope of humanity may be this oppressively long, self-satisfied movie's funniest gag, but it doesn't really make the game any fun. It means we get stuck with the least interesting player."
The Matrix,Rene Rodriguez,Miami Herald,6.25,2023-7-13,"The Matrix's pleasures are considerable, but they're all purely visceral, too, lacking the mythology that would have elevated the movie. The movie is best taken as the first entry in a brand-new genre: post-modern sci-fi pulp."
The Matrix,Jay Boyar,Orlando Sentinel,4.0,2023-7-13,"A futuristic paranoia extravaganza, it would seem to have far more appeal to an artificial intelligence than it would to human beings and other carbon-based life forms."
The Matrix,Rene Jordan,El Nuevo Herald (Miami),5.0,2023-7-13,"An interminable, sterile, exercise in cinematographic onanism.  [Full review in Spanish]"
The Matrix,Ron Weiskind,Pittsburgh Post-Gazette,6.25,2023-7-13,"Visually, at least, The Matrix more than lives up to its billing. Writer-directors [the Wachowskis] seem to literally bring the screen to life with action scenes that define the word kinetic."
The Matrix,Jay Stone,Ottawa Citizen,7.0,2023-7-13,"The Matrix isn't a film that is acted, exactly, but Reeves and Fishburne are both just swell and Weaving is a lot of fun as bad Agent Smith. And some of the small ideas are intriguing ones. They're the stuff of which sci-fi classics are made."
The Matrix,Elvis Mitchell,Fort Worth Star-Telegram/DFW.com,8.0,2023-7-13,"It's rare, and kind of touching, really, to see a lushly financed studio spectacular work so hard to keep everyone's attention. And with enough symbolism to keep online chat rooms busier than the day Babylon 5 was cancelled."
The Matrix,Dennis King,Tulsa World,6.25,2023-7-13,"With pounding assurance, The Matrix scores as a real triumph of technical special-effects-driven filmmaking. Sad, though, that the Wachowskis end up letting the machines run away with the show."
Goodfellas,KT Mahe,For Your Reference Podcast,9.0,2024-2-14,"Succinct filmmaking, satisfying performances and memorable dialogue assures Goodfellas position as a classic in the genre and Hollywood."
Goodfellas,Oti,For Your Reference Podcast,8.0,2024-2-14,"Goodfellas excels in detailing the protagonist's journey within the mob, with narration that enriches rather than detracts. Despite a slower final act, it remains gripping."
Goodfellas,Brian Eggert,Deep Focus Review,10.0,2024-1-26,"Goodfellas captures the pulse of gangster life, not just to understand what motivates these people and how they compartmentalize their choices, but to supply the audience with a shock treatment of aversion."
Goodfellas,Sebastian Zavala Kahn,Cinencuentro,10.0,2023-11-12,"It aged perfectly, even though many imitations have emerged in the last 33 years. In dealing with shades of grey, detestable but relatable characters, brutal violence and themes of family, friendship and crime, it feels timeless. Full review in Spanish."
Goodfellas,Terry Lawson,Dayton Daily News,10.0,2023-10-18,"It is intimately personal, yet so removed as to remain nonjudgmental, and therefore totally trustworthy. We give into it without reservation, because its maker assures us with every shot, every move that he knows exactly what he’s doing."
Goodfellas,Michael Sragow,San Francisco Examiner,7.5,2023-10-18,"This working stiff's version of The Godfather is disappointing: It lacks depth and point of view, and a rich, sustained tone. The skin-deep style is voluptuous... But all that holds the story together is the parade of investigative revelations."
Goodfellas,Bill Cosford,Miami Herald,8.75,2023-10-18,"The simple fact, as exhilarating as it is dreadful, is that after a life of crime, Hill had but one regret -- that he had to stop. This is the engine of GoodFellas, an idea as elemental as it is radical."
Goodfellas,Hal Lipper,Tampa Bay Times,10.0,2023-10-18,"Scorsese's GoodFellas is an unparalleled achievement, the most chilling and savagely droll account of mob life ever recorded on film."
Goodfellas,Jeff Simon,Buffalo News,10.0,2023-10-18,"The audience at GoodFellas spends a good deal of the movie exhilarated and laughing. It's a very funny movie, but most of the laughs are turned back on the audience. You don't get away with it."
Goodfellas,Mike McGrady,Newsday,10.0,2023-10-18,"With all the talent in this movie, singling out a specific performer seems capricious, but let me take a stab at it. I will grant you that De Niro is perfection... But let me reserve my loudest applause for Pesci."
Soorarai Pottru,Shubhra Gupta,The Indian Express,4.0,2021-2-23,"The film is marred, however, by the high-pitched melodrama whistled up every time the script needs to create fan-pleasing moments..."
Interstellar,Don Shanahan,Every Movie Has a Lesson,8.0,2023-9-4,"""Interstellar"" pushes the limits for personal interpretation of both science and fiction. Both elements are wildly heightened to a bold scale to address the internal opposites between logic and spectacle, science and sentiment, and brains and emotion."
Interstellar,Eddie Harrison,film-authority.com,8.0,2023-7-27,…uses sci-fi to go beyond into the philosophical and spiritual beyond that few other epics can reach….
Interstellar,Danielle Solzman,Solzy at the Movies,9.0,2023-7-18,Interstellar utilizes science in a way that strives for authenticity in a science-fiction thriller and it's why we're still discussing the Christopher Nolan film today.
Interstellar,Keith Garlington,Keith & the Movies,10.0,2022-8-22,It’s a contemplative adventure and an emotional exploration that captivated me from its opening moments.
Interstellar,Brian Eggert,Deep Focus Review,10.0,2022-6-30,Rarely do epics of this scope and intelligence reach theaters anymore; such serious commercial filmmaking seems like a market almost exclusively maintained by Christopher Nolan.
Interstellar,Josh Parham,Next Best Picture,9.0,2022-5-27,"While not all-together perfect, the film represents a monumental cinematic achievement that deserves to be placed high within the caliber of Nolan’s filmography."
Interstellar,Therese Lacson,Nerdophiles,6.0,2021-10-9,"The inherent message of the film brings hope, but it can definitely get waterlogged by intellectual speak and long-winded scenes."
Interstellar,Richard Crouse,Richard Crouse,6.0,2021-2-2,"Nolan reaches for the stars with beautifully composed shots and some mind-bending special effects, but the dime store philosophy of the story never achieves lift off."
Interstellar,Mike Massie,Gone With The Twins,5.0,2020-12-4,Audiences are sure to lose their suspensions of disbelief over the nearly impenetrable climax.
Interstellar,David Nusair,Reel Film Reviews,10.0,2020-9-20,...an often insanely ambitious science fiction epic that that remains mesmerizing for most of its (admittedly overlong) running time...
Interstellar,Richard Propes,TheIndependentCritic.com,8.75,2020-9-12,"Scientists will debate, theologians will contemplate, philosophers will wonder, and cinema lovers will bask in the glory of another remarkable Christopher Nolan achievement."
Sen to Chihiro no kamikakushi,Carla Monfort,Espinof,10.0,2023-10-2,Spirited Away is one of those films that you have to see at least once in your life: a milestone in animation that shines both in form and substance. [Full review in Spanish]
Sen to Chihiro no kamikakushi,Brian Eggert,Deep Focus Review,10.0,2023-7-31,"As with every Miyazaki picture, Spirited Away wants to at once amaze and familiarize you with an impossible dream, but it remains unique within his oeuvre for cementing that narrative desire into the essential groundwork of the story."
Sen to Chihiro no kamikakushi,Kathryn Greenaway,Montreal Gazette,10.0,2023-7-17,Listen to Miyazaki's message. Be good. Be strong. Then sit back and bask in his brilliance.
Sen to Chihiro no kamikakushi,Malcolm Johnson,Hartford Courant,8.75,2023-7-17,"This is an animated film of graphic splendor, with its realistic, often painterly backgrounds and characters who are as fanciful as the Wild Things of Maurice Sendak."
Sen to Chihiro no kamikakushi,Leigh-Ann Jackson,Austin American-Statesman,10.0,2023-7-17,"In Miyazaki's hands, mundane actions like pulling a lever or pouring a cup of tea become beautiful endeavors."
Sen to Chihiro no kamikakushi,Eleanor O'Sullivan,Asbury Park Press (NJ),7.5,2023-7-17,"Spirited Away has all the hallmarks of great Japanese design and there are many, many moments of wit and breathtaking beauty."
Sen to Chihiro no kamikakushi,Jeet Heer,National Post,8.75,2023-7-17,"All in all, Spirited Away is a better animated feature film than anything to come out of Disney in the last 50 years."
Sen to Chihiro no kamikakushi,Scott Von Doviak,Fort Worth Star-Telegram/DFW.com,7.0,2023-7-17,"Spirited Away is no secondhand fairytale retread; it's a fully imagined universe, populated by wondrous beings and haunting landscapes."
Sen to Chihiro no kamikakushi,Jeff Strickler,Minneapolis Star Tribune,6.25,2023-7-17,"The plot starts suffering from dèjá vu before it's even half over. There are only so many octopus men, stink spirits and pig people you can take before they all start to blend together."
Sen to Chihiro no kamikakushi,Robert W. Butler,Kansas City Star,6.25,2023-7-17,"Backgrounds have been fashioned with the delicacy of fine water colors. But for all that, Spirited Away left me pretty cold. Emotionally it's remote; narratively it seems to always be circling and never landing."
Sen to Chihiro no kamikakushi,George M. Thomas,Akron Beacon Journal,6.25,2023-7-17,"Although you must admire Miyazaki's imagination, you crave cohesion in his storytelling... Spirited Away was a smash in Japan, but something gets lost in the translation here."
Sen to Chihiro no kamikakushi,Christian C. Rix,St. Louis Post-Dispatch,7.0,2023-7-17,The fairy tale adventure is a wonderful exercise in storytelling imagination.
Sen to Chihiro no kamikakushi,Todd Lothery,"News & Observer (Raleigh, NC)",7.0,2023-7-17,"It's the rare movie that completely creates its own world, envelops you in it, and leaves you dazed and amazed."
Saving Private Ryan,Wesley Lovell,Cinema Sight,8.75,2023-10-4,"Not for the squeamish, “Saving Private Ryan” is a film that does not shy away from realistic violence and paints the most vivid portrait of war on film that I’ve seen."
Saving Private Ryan,Michael Clark,Epoch Times,10.0,2021-10-25,"Arguably Spielberg's most visceral and inspired work, Saving Private Ryan speaks to devout patriotism, sacrifice and unflappable camaraderie. Sadly, these might be ideals our currently politically-divided country might never see eye-to-eye on again."
Saving Private Ryan,Fico Cangiano,CineXpress Podcast,10.0,2021-10-3,A masterpiece across the board. Steven Spielberg's war epic revolutionized the genre and medium since its release. [Full review in Spanish]
Saving Private Ryan,Mike Massie,Gone With The Twins,9.0,2020-9-24,The opening moments on Omaha Beach are surely the most memorable of the entire film.
Saving Private Ryan,Peter Bradshaw,Guardian,10.0,2019-6-6,"An old-fashioned war picture to rule them all - gripping, utterly uncynical, with viscerally convincing and audacious battle sequences."
Saving Private Ryan,CSM Staff,Christian Science Monitor,7.5,2019-3-21,The story raises hard moral questions relating to the relative value of human lives and the overwhelming debt that may be felt by those who benefit when others sacrifice.
Saving Private Ryan,Gene Siskel,Chicago Tribune,10.0,2015-6-8,"[Saving Private Ryan] accomplishes something I had been taught was most difficult -- making an action-filled anti-war film or, at least, one that doesn't in some way glorify or lie about combat."
Saving Private Ryan,Martin Chilton,Daily Telegraph (UK),10.0,2015-6-8,"Steven Spielberg's film is not perfect: it plays its strongest card first, the middle section is slightly uneven, and there are sallies into sentimentality. But it is a modern war classic."
The Green Mile,Matt Brunson,Film Frenzy,7.5,2022-2-27,There are several scenes of tremendous power. But the same problems that plagued The Shawshank Redemption are in full force here.
The Green Mile,Douglas Davidson,Elements of Madness,9.0,2022-2-24,"Now, for the first time, Darabonts The Green Mile is available on 4K UHD with high-dynamic range, rejuvenating the drama, imbuing it with the visual energy to accompany its bittersweet narrative."
The Green Mile,Brian Eggert,Deep Focus Review,8.75,2022-2-23,"At times, you notice The Green Mile tugging your heartstrings. But aside from a moment or two over the course of three hours, the viewer gives in, entrenched in the proceedings and deeply affected by the spell of these characters."
The Green Mile,Rachel Wagner,rachelsreviews.net,3.0,2019-2-28,Unfortunately the movie can never shake the uncomfortable and trope-filled premise.
The Green Mile,Nell Minow,Common Sense Media,8.0,2010-12-28,"Thoughtful, intelligent movie for older teens."
The Green Mile,John J. Puccio,Movie Metropolis,7.0,2009-12-6,"...despite the clichs and stereotypes, the film's cast manages to lift it from the depths of the commonplace and make watching it enjoyable."
The Green Mile,Ron Wells,Film Threat,7.0,2005-12-6,One of the best prison films ever made.
The Green Mile,Judith Egerton,"Courier-Journal (Louisville, KY)",8.75,2004-6-26,"Of all the movies based on King novels, The Green Mile ranks near the top -- but below Darabont's first, The Shawshank Redemption."
The Green Mile,Rick Groen,Globe and Mail,2.5,2003-4-25,"Three long hours of wind, an exercise in titanic self-importance intent on passing off klunky rhetoric as poignant drama."
The Silence of the Lambs,Sebastian Zavala Kahn,Me gusta el cine,10.0,2022-9-1,"An exceptional thriller; a film that puts us in the shoes —and in the eyes— of its protagonist as very few other productions have managed to do, introducing us to a world of killers and cannibals and the FBI agents who chase them. Full review in Spanish."
The Silence of the Lambs,Danilo Castro,Next Best Picture,10.0,2022-5-17,"It is a freak occurrence of the right director, the right script, and the right cast making something that transcends genre and reshapes popular culture."
The Silence of the Lambs,Kathy Huffhines,Detroit Free Press,8.0,2022-3-23,"Throughout the movie, Demme gets across more terror than a dozen Friday the 13ths by showing not the horrifying thing itself but the faces of people looking at horror."
The Silence of the Lambs,Lawrence Toppman,Charlotte Observer,10.0,2022-3-23,"As played by Anthony Hopkins in the performance of his film career, the amoral psychiatrist dominates the picture -- a remarkable feat, since Jodie Foster is the top-billed star and also does a superb job."
The Silence of the Lambs,Michael MacCambridge,Austin American-Statesman,8.75,2022-3-23,"The other thing that gives Silence its special charge is Hopkins' powerfully ingratiating performance as the formidable villain. Every second he's on the screen, you can't help but feel uncomfortable."
The Silence of the Lambs,Candice Russell,South Florida Sun-Sentinel,8.75,2022-3-23,A bone-chiller of superior intensity.
The Silence of the Lambs,Michael H. Price,Fort Worth Star-Telegram/DFW.com,7.0,2022-3-23,Scott Glenn's low-key portrayal keeps things anchored in normalcy and provides a scale against which the depths of Hopkins' malice and Foster's troubled nature can be measured.
The Silence of the Lambs,Eleanor O'Sullivan,Asbury Park Press (NJ),5.0,2022-3-23,"Even accepting that the movie's cruelty will be its calling card, there's still the void created by no clear point-of-view character. It's nobody's movie in particular, the opposite of Michael Mann's... Manhunter."
Star Wars,Keith Garlington,Keith & the Movies,10.0,2022-8-25,“Star Wars” was a rare phenomenon that blossomed into a beloved franchise whose popularity and influence can be seen across the globe regardless of age.
Star Wars,Brian Eggert,Deep Focus Review,10.0,2022-2-14,"Star Wars belongs on a short list of important films that have been so saturated into our minds, so ingrained and present in our everyday culture, that watching the film now is almost an empty experience."
Star Wars,Tony Black,Cultural Conversation,10.0,2021-2-16,"It's far from the greatest movie ever made, but A New Hope-and its sequels-will be remembered, discussed and loved until we're all living in a galaxy far, far away."
Star Wars,Fico Cangiano,CineXpress Podcast,9.0,2021-1-19,The film that started it all. The one that made me fall in love with movies. The one that easily had me since the opening crawl and has never let me go. [Full review in Spanish]
Star Wars,Mike Massie,Gone With The Twins,10.0,2020-8-31,"Few films before or after it have managed to include such a celebrated, recognizable score - thanks to the masterful compositions by John Williams."
Star Wars,Matt Neal,ABC Radio (Australia),10.0,2020-7-5,"Few films are ingrained in pop culture like Star Wars, partly because few films changed cinema like Star Wars."
Star Wars,Alan French,Sunshine State Cineplex,10.0,2019-12-26,Star Wars began as a story that paid homage to what came before while forging its own path into the future.
The Intouchables,Keith Garlington,Keith & the Movies,9.0,2022-8-22,It’s an example of smart and capable filmmaking that can make you laugh as well as tug at your heartstrings.
The Intouchables,Jana Monji,Age of the Geek,6.0,2022-2-4,The French film is superior to the Hollywood remake although the problem of Orientalism is more prominent.
The Intouchables,Mike Massie,Gone With The Twins,9.0,2020-12-1,"Dark tragedy is frequently overshadowed by robust emotional energy, humor, and the stirring examination of values in completely opposite worlds."
